family,N,d,q,p,relax_core_ratio_mean,relax_core_ratio_stderr,relax_rounded_ratio_mean,relax_rounded_ratio_stderr,opt_warm_ratio_mean,opt_warm_ratio_stderr,opt_cold_ratio_mean,opt_cold_ratio_stderr
Gilbert,10,,0.25,10,0.2360267857142857,0.018854836739600693,0.8775000000000001,0.0503246042157679,0.973917329918111,0.01163434174649572,0.9066394980865777,0.01449922324428176
Gilbert,11,,0.1,1,0.16676091269841267,0.01872306423076165,1.0,0.0,0.8287077717532221,0.03233534371573703,0.6923332233266469,0.03093915897370581
Gilbert,11,,0.1,2,0.16676091269841267,0.01872306423076165,1.0,0.0,0.9221920627998961,0.01488722561847478,0.8387694943944389,0.018945027789167932
Gilbert,11,,0.1,3,0.16676091269841267,0.01872306423076165,1.0,0.0,0.9619917328211296,0.0075314320969972785,0.902690649931486,0.014178443183552296
Gilbert,11,,0.1,4,0.16676091269841267,0.01872306423076165,1.0,0.0,0.983104761918803,0.0057595170895014,0.930180609864248,0.013285090719885378
Gilbert,11,,0.1,5,0.16676091269841267,0.01872306423076165,1.0,0.0,0.9915629151730855,0.004606324686409277,0.9387114657995138,0.01782092942278225
Gilbert,11,,0.1,6,0.16676091269841267,0.01872306423076165,1.0,0.0,0.99483158917873,0.004183822342776871,0.961426491030468,0.009176226169285661
Gilbert,11,,0.1,7,0.16676091269841267,0.01872306423076165,1.0,0.0,0.9988556682869639,0.0007039228892809474,0.9733908574752709,0.006214004662927639
Gilbert,11,,0.1,8,0.16676091269841267,0.01872306423076165,1.0,0.0,0.9993585959283797,0.00042056193882673365,0.9792726688125579,0.005817671907064073
Gilbert,11,,0.1,9,0.16676091269841267,0.01872306423076165,1.0,0.0,0.9995228468843695,0.00036981019690759666,0.9857438099183401,0.0037786082117569003
Gilbert,11,,0.1,10,0.16676091269841267,0.01872306423076165,1.0,0.0,0.999750023757316,0.0001801110000779151,0.9901982885037711,0.0033533418404040603
Gilbert,11,,0.25,1,0.22602678571428575,0.014967565529114329,0.7504166666666666,0.07349482567218453,0.39554400657022215,0.043041837898120515,0.36269805714535625,0.02076743281165092
Gilbert,11,,0.25,2,0.22602678571428575,0.014967565529114329,0.7504166666666666,0.07349482567218453,0.6443135335461229,0.04116770343574574,0.5208019200389457,0.028424564415809365
Gilbert,11,,0.25,3,0.22602678571428575,0.014967565529114329,0.7504166666666666,0.07349482567218453,0.6738139256489503,0.057794360220260764,0.6254767823114947,0.03412193454871444
