family,N,q,p,times_mean,times_stderr,evals_mean,evals_stderr,aratio_mean,aratio_stderr
linear,20,,3,5.216073340037838,nan,108.0,nan,0.8944462207264527,nan
linear,5,,5,5.167662983993068,nan,454.0,nan,0.6666665760787426,nan
linear,6,,5,6.124106189003214,nan,402.0,nan,0.9999999999621153,nan
linear,7,,5,9.38935868209228,nan,520.0,nan,0.9999987835999404,nan
linear,8,,5,8.57403615792282,nan,422.0,nan,0.9999999999079354,nan
linear,9,,5,8.033770608017221,nan,360.0,nan,0.993295869656983,nan
linear,10,,5,14.67797434516251,nan,550.0,nan,0.9735242342017643,nan
linear,11,,5,11.981659133918583,nan,436.0,nan,0.9962293230505802,nan
linear,12,,5,14.024563090177253,nan,456.0,nan,0.9965675833639763,nan
linear,13,,5,11.244445791002363,nan,338.0,nan,0.9999999998739771,nan
linear,14,,5,19.429718760075048,nan,496.0,nan,0.9848003163122963,nan
linear,15,,5,10.735744012985379,nan,282.0,nan,0.9926041958817636,nan
linear,16,,5,21.876821415964514,nan,488.0,nan,0.9999999999659841,nan
linear,17,,5,15.818057757103816,nan,322.0,nan,0.99999999987134,nan
linear,18,,5,14.60423138202168,nan,270.0,nan,0.9999999988388473,nan
linear,19,,5,29.08042100002058,nan,432.0,nan,0.9999999991039491,nan
linear,20,,5,19.754988414002582,nan,276.0,nan,0.9999999990400357,nan
linear,5,,7,8.858740913914517,nan,632.0,nan,0.999999955250845,nan
linear,6,,7,17.652750375913456,nan,890.0,nan,0.9999999987849245,nan
linear,7,,7,15.671253509121016,nan,728.0,nan,0.999999873399185,nan
linear,8,,7,21.24245069711469,nan,806.0,nan,0.9999999999182092,nan
linear,9,,7,51.3574153049849,nan,1514.0,nan,0.7983493706174536,nan
linear,10,,7,30.874700237996876,nan,922.0,nan,0.9999999961021586,nan
linear,11,,7,51.070551793091,nan,1292.0,nan,0.9995425812941733,nan
linear,12,,7,27.226434727199376,nan,714.0,nan,0.9999999076027658,nan
linear,13,,7,54.910238600103185,nan,1078.0,nan,0.857142850372077,nan
linear,14,,7,48.668273421004415,nan,1002.0,nan,0.9999999662962942,nan
linear,15,,7,56.61908607115038,nan,992.0,nan,0.9999999552480355,nan
